gene_id,gene_id,gene_type,gene_name
ENSMUSG00000107766.2,ENSMUSG00000107766.2,lncRNA,Gm44073
ENSMUSG00002076023.1,ENSMUSG00002076023.1,miRNA,ENSMUSG00002076023
ENSMUSG00000004655.6,ENSMUSG00000004655.6,protein_coding,Aqp1
ENSMUSG00000004654.7,ENSMUSG00000004654.7,protein_coding,Ghrhr
ENSMUSG00000108228.3,ENSMUSG00000108228.3,lncRNA,6430584L05Rik
ENSMUSG00000029778.13,ENSMUSG00000029778.13,protein_coding,Adcyap1r1
ENSMUSG00002076548.1,ENSMUSG00002076548.1,miRNA,ENSMUSG00002076548
ENSMUSG00000037984.10,ENSMUSG00000037984.10,protein_coding,Neurod6
ENSMUSG00000108063.2,ENSMUSG00000108063.2,lncRNA,Gm3279
ENSMUSG00000037973.7,ENSMUSG00000037973.7,protein_coding,Itprid1
ENSMUSG00000002930.7,ENSMUSG00000002930.7,protein_coding,Ppp1r17
ENSMUSG00000004347.18,ENSMUSG00000004347.18,protein_coding,Pde1c
ENSMUSG00002076183.1,ENSMUSG00002076183.1,miRNA,ENSMUSG00002076183
ENSMUSG00000119487.1,ENSMUSG00000119487.1,snoRNA,ENSMUSG00000119487
ENSMUSG00000077682.3,ENSMUSG00000077682.3,snoRNA,Gm22493
ENSMUSG00000091625.9,ENSMUSG00000091625.9,protein_coding,Lsm5
ENSMUSG00000029787.11,ENSMUSG00000029787.11,protein_coding,Avl9
ENSMUSG00000059486.12,ENSMUSG00000059486.12,protein_coding,Kbtbd2
ENSMUSG00000108080.2,ENSMUSG00000108080.2,TEC,Gm10209
ENSMUSG00000029781.8,ENSMUSG00000029781.8,protein_coding,Fkbp9
ENSMUSG00000029780.15,ENSMUSG00000029780.15,protein_coding,Nt5c3
ENSMUSG00000108260.2,ENSMUSG00000108260.2,TEC,Gm3793
ENSMUSG00000071893.8,ENSMUSG00000071893.8,protein_coding,Vmn1r4
ENSMUSG00000108021.2,ENSMUSG00000108021.2,TEC,Gm44049
ENSMUSG00000090346.3,ENSMUSG00000090346.3,protein_coding,Vmn1r5
ENSMUSG00000115701.2,ENSMUSG00000115701.2,protein_coding,Vmn1r6
ENSMUSG00000093696.2,ENSMUSG00000093696.2,protein_coding,Vmn1r7
ENSMUSG00000061208.7,ENSMUSG00000061208.7,protein_coding,Vmn1r8
ENSMUSG00000091541.3,ENSMUSG00000091541.3,protein_coding,Vmn1r9
ENSMUSG00000115181.2,ENSMUSG00000115181.2,protein_coding,Vmn1r10
ENSMUSG00000115236.2,ENSMUSG00000115236.2,protein_coding,Vmn1r11
ENSMUSG00000057981.6,ENSMUSG00000057981.6,protein_coding,Vmn1r12
ENSMUSG00000093728.2,ENSMUSG00000093728.2,unprocessed_pseudogene,Vmn1r-ps8
ENSMUSG00000064259.3,ENSMUSG00000064259.3,protein_coding,Vmn1r13
ENSMUSG00000114982.2,ENSMUSG00000114982.2,protein_coding,Vmn1r14
ENSMUSG00000115199.2,ENSMUSG00000115199.2,protein_coding,Vmn1r15
ENSMUSG00000093520.3,ENSMUSG00000093520.3,unprocessed_pseudogene,Vmn1r-ps9
ENSMUSG00000093621.2,ENSMUSG00000093621.2,unprocessed_pseudogene,Vmn1r-ps10
ENSMUSG00000115792.2,ENSMUSG00000115792.2,protein_coding,Vmn1r16
ENSMUSG00000115644.2,ENSMUSG00000115644.2,protein_coding,Vmn1r17
ENSMUSG00000091382.3,ENSMUSG00000091382.3,protein_coding,Vmn1r18
ENSMUSG00000115799.2,ENSMUSG00000115799.2,protein_coding,Vmn1r19
ENSMUSG00000115253.2,ENSMUSG00000115253.2,protein_coding,Vmn1r20
ENSMUSG00000093398.2,ENSMUSG00000093398.2,unprocessed_pseudogene,Vmn1r-ps11
ENSMUSG00000093535.2,ENSMUSG00000093535.2,lncRNA,4930533I22Rik
ENSMUSG00000108112.2,ENSMUSG00000108112.2,lncRNA,Gm45193
ENSMUSG00000037826.6,ENSMUSG00000037826.6,protein_coding,Ppm1k
ENSMUSG00002076654.1,ENSMUSG00002076654.1,misc_RNA,Metazoa_SRP
ENSMUSG00000029798.12,ENSMUSG00000029798.12,protein_coding,Herc6
ENSMUSG00000107627.2,ENSMUSG00000107627.2,processed_pseudogene,Gm19244
ENSMUSG00000104204.2,ENSMUSG00000104204.2,TEC,Gm37397
ENSMUSG00000043162.8,ENSMUSG00000043162.8,protein_coding,Pyurf
ENSMUSG00000097656.2,ENSMUSG00000097656.2,transcribed_unprocessed_pseudogene,Gm26712
ENSMUSG00000062190.13,ENSMUSG00000062190.13,protein_coding,Lancl2
ENSMUSG00000037788.15,ENSMUSG00000037788.15,protein_coding,Vopp1
ENSMUSG00000115343.2,ENSMUSG00000115343.2,protein_coding,Vmn1r21
ENSMUSG00000107431.2,ENSMUSG00000107431.2,TEC,Gm44114
ENSMUSG00000077717.3,ENSMUSG00000077717.3,snoRNA,Gm25726
ENSMUSG00000093530.2,ENSMUSG00000093530.2,unprocessed_pseudogene,Vmn1r-ps12
ENSMUSG00000115091.2,ENSMUSG00000115091.2,protein_coding,Vmn1r22
ENSMUSG00000093376.2,ENSMUSG00000093376.2,protein_coding,Vmn1r23
ENSMUSG00000093541.2,ENSMUSG00000093541.2,processed_pseudogene,Gm20660
ENSMUSG00000115507.2,ENSMUSG00000115507.2,protein_coding,Vmn1r24
ENSMUSG00000115668.2,ENSMUSG00000115668.2,protein_coding,Vmn1r25
ENSMUSG00000107678.2,ENSMUSG00000107678.2,unprocessed_pseudogene,Vmn1r-ps13
ENSMUSG00000048697.5,ENSMUSG00000048697.5,protein_coding,Vmn1r26
ENSMUSG00000071419.8,ENSMUSG00000071419.8,processed_pseudogene,Rps15-ps2
ENSMUSG00000093382.3,ENSMUSG00000093382.3,transcribed_unprocessed_pseudogene,Vmn1r-ps14
ENSMUSG00000093666.3,ENSMUSG00000093666.3,transcribed_unprocessed_pseudogene,Vmn1r-ps15
ENSMUSG00000093560.3,ENSMUSG00000093560.3,processed_pseudogene,Gm6695
ENSMUSG00000107530.2,ENSMUSG00000107530.2,unprocessed_pseudogene,Vmn1r-ps16
ENSMUSG00000093743.2,ENSMUSG00000093743.2,unprocessed_pseudogene,Vmn1r-ps17
ENSMUSG00000093708.2,ENSMUSG00000093708.2,processed_pseudogene,Gm20718
ENSMUSG00000107521.2,ENSMUSG00000107521.2,lncRNA,Gm43994
ENSMUSG00000093731.2,ENSMUSG00000093731.2,unprocessed_pseudogene,Vmn1r-ps18
ENSMUSG00000071428.3,ENSMUSG00000071428.3,protein_coding,Vmn1r27
ENSMUSG00000093522.2,ENSMUSG00000093522.2,unprocessed_pseudogene,Vmn1r-ps19
ENSMUSG00000115705.2,ENSMUSG00000115705.2,protein_coding,Vmn1r28
ENSMUSG00000091734.3,ENSMUSG00000091734.3,protein_coding,Vmn1r29
ENSMUSG00000093547.2,ENSMUSG00000093547.2,processed_pseudogene,Gm20674
ENSMUSG00000093702.2,ENSMUSG00000093702.2,unprocessed_pseudogene,Vmn1r-ps20
ENSMUSG00000095670.3,ENSMUSG00000095670.3,protein_coding,Vmn1r30
ENSMUSG00000107518.2,ENSMUSG00000107518.2,processed_pseudogene,Gm44016
ENSMUSG00000093461.2,ENSMUSG00000093461.2,unprocessed_pseudogene,Vmn1r-ps21
ENSMUSG00000107960.2,ENSMUSG00000107960.2,lncRNA,Gm35077
ENSMUSG00000093747.2,ENSMUSG00000093747.2,processed_pseudogene,Gm20673
ENSMUSG00000115404.2,ENSMUSG00000115404.2,protein_coding,Vmn1r31
ENSMUSG00000093518.2,ENSMUSG00000093518.2,unprocessed_pseudogene,Vmn1r-ps22
ENSMUSG00000093588.2,ENSMUSG00000093588.2,unprocessed_pseudogene,Vmn1r-ps23
ENSMUSG00000093741.2,ENSMUSG00000093741.2,processed_pseudogene,Gm20672
ENSMUSG00000029802.14,ENSMUSG00000029802.14,protein_coding,Abcg2
ENSMUSG00000108164.2,ENSMUSG00000108164.2,processed_pseudogene,Gm43899
ENSMUSG00000029804.18,ENSMUSG00000029804.18,protein_coding,Herc3
ENSMUSG00000055430.5,ENSMUSG00000055430.5,protein_coding,Nap1l5
ENSMUSG00000037709.14,ENSMUSG00000037709.14,protein_coding,Fam13a
ENSMUSG00000107439.2,ENSMUSG00000107439.2,lncRNA,Gm45060
ENSMUSG00000092323.2,ENSMUSG00000092323.2,lncRNA,BB365896
ENSMUSG00000108075.2,ENSMUSG00000108075.2,TEC,Gm45061
ENSMUSG00000107449.2,ENSMUSG00000107449.2,processed_pseudogene,Gm19165
ENSMUSG00000118703.1,ENSMUSG00000118703.1,snoRNA,ENSMUSG00000118703
ENSMUSG00000107987.2,ENSMUSG00000107987.2,processed_pseudogene,Gm43905
ENSMUSG00000049232.4,ENSMUSG00000049232.4,protein_coding,Tigd2
ENSMUSG00000045441.6,ENSMUSG00000045441.6,protein_coding,Gprin3
ENSMUSG00001118660.1,ENSMUSG00001118660.1,snoRNA,ENSMUSG00001118660
ENSMUSG00000108110.2,ENSMUSG00000108110.2,processed_pseudogene,Gm18012
ENSMUSG00000073045.10,ENSMUSG00000073045.10,lncRNA,Gm5570
ENSMUSG00000119172.1,ENSMUSG00000119172.1,snoRNA,ENSMUSG00000119172
ENSMUSG00000064515.3,ENSMUSG00000064515.3,rRNA,n-R5s162
ENSMUSG00000046764.9,ENSMUSG00000046764.9,lncRNA,A530053G22Rik
ENSMUSG00000107863.2,ENSMUSG00000107863.2,processed_pseudogene,Gm44389
ENSMUSG00000108192.2,ENSMUSG00000108192.2,lncRNA,Gm44410
ENSMUSG00000108003.2,ENSMUSG00000108003.2,lncRNA,Gm35386
ENSMUSG00000025889.14,ENSMUSG00000025889.14,protein_coding,Snca
ENSMUSG00000107755.2,ENSMUSG00000107755.2,processed_pseudogene,Mageb16-ps2
ENSMUSG00000108168.2,ENSMUSG00000108168.2,TEC,Gm43864
ENSMUSG00000108262.2,ENSMUSG00000108262.2,processed_pseudogene,Gm43867
ENSMUSG00000054641.11,ENSMUSG00000054641.11,protein_coding,Mmrn1
ENSMUSG00000108098.2,ENSMUSG00000108098.2,processed_pseudogene,Gm18838
ENSMUSG00000108299.2,ENSMUSG00000108299.2,unprocessed_pseudogene,Gm43892
ENSMUSG00000108087.2,ENSMUSG00000108087.2,lncRNA,Gm43893
ENSMUSG00000107652.2,ENSMUSG00000107652.2,lncRNA,Gm43894
ENSMUSG00000097924.3,ENSMUSG00000097924.3,lncRNA,A730020E08Rik
ENSMUSG00000039578.18,ENSMUSG00000039578.18,protein_coding,Ccser1
ENSMUSG00000107757.2,ENSMUSG00000107757.2,processed_pseudogene,Gm43898
ENSMUSG00000108246.2,ENSMUSG00000108246.2,TEC,Gm43896
ENSMUSG00000107590.2,ENSMUSG00000107590.2,processed_pseudogene,Gm43897
ENSMUSG00000107908.2,ENSMUSG00000107908.2,processed_pseudogene,Gm43895
ENSMUSG00000108160.2,ENSMUSG00000108160.2,processed_pseudogene,Gm19237
ENSMUSG00000107957.2,ENSMUSG00000107957.2,processed_pseudogene,Gm44088
ENSMUSG00000108174.2,ENSMUSG00000108174.2,processed_pseudogene,Gm44092
ENSMUSG00000108007.2,ENSMUSG00000108007.2,processed_pseudogene,Gm18540
ENSMUSG00000107854.2,ENSMUSG00000107854.2,unprocessed_pseudogene,Gm5001
ENSMUSG00000107708.2,ENSMUSG00000107708.2,transcribed_unprocessed_pseudogene,Gm19131
ENSMUSG00000107484.2,ENSMUSG00000107484.2,processed_pseudogene,Nasp-ps1
ENSMUSG00000088721.5,ENSMUSG00000088721.5,snRNA,Gm22212
ENSMUSG00000108242.2,ENSMUSG00000108242.2,lncRNA,9330118I20Rik
ENSMUSG00000071424.11,ENSMUSG00000071424.11,protein_coding,Grid2
ENSMUSG00000107525.2,ENSMUSG00000107525.2,lncRNA,Gm44071
ENSMUSG00000108068.2,ENSMUSG00000108068.2,processed_pseudogene,Gm44075
ENSMUSG00000107864.2,ENSMUSG00000107864.2,lncRNA,Gm44072
ENSMUSG00000107700.2,ENSMUSG00000107700.2,processed_pseudogene,Gm20144
ENSMUSG00000064775.3,ENSMUSG00000064775.3,snRNA,Gm25205
ENSMUSG00000073043.6,ENSMUSG00000073043.6,protein_coding,Atoh1
ENSMUSG00000107424.2,ENSMUSG00000107424.2,processed_pseudogene,Gm18839
ENSMUSG00000107783.2,ENSMUSG00000107783.2,processed_pseudogene,Gm44038
ENSMUSG00000086176.5,ENSMUSG00000086176.5,processed_pseudogene,Gm15534
ENSMUSG00000029920.10,ENSMUSG00000029920.10,protein_coding,Smarcad1
ENSMUSG00000029919.6,ENSMUSG00000029919.6,protein_coding,Hpgds
ENSMUSG00000090939.2,ENSMUSG00000090939.2,processed_pseudogene,Gm17147
ENSMUSG00000107968.2,ENSMUSG00000107968.2,processed_pseudogene,Gm44419
ENSMUSG00000108230.2,ENSMUSG00000108230.2,processed_pseudogene,Gm3549
ENSMUSG00000107490.2,ENSMUSG00000107490.2,processed_pseudogene,Gm44058
ENSMUSG00000108252.2,ENSMUSG00000108252.2,processed_pseudogene,Gm44059
ENSMUSG00000107609.2,ENSMUSG00000107609.2,processed_pseudogene,Gm20177
ENSMUSG00000108097.2,ENSMUSG00000108097.2,processed_pseudogene,Gm44060
ENSMUSG00000107630.2,ENSMUSG00000107630.2,processed_pseudogene,Gm44061
ENSMUSG00000108052.2,ENSMUSG00000108052.2,transcribed_processed_pseudogene,Gm8479
ENSMUSG00000029917.16,ENSMUSG00000029917.16,protein_coding,Qrfprl
ENSMUSG00000107584.2,ENSMUSG00000107584.2,processed_pseudogene,Gm18716
ENSMUSG00000107596.2,ENSMUSG00000107596.2,processed_pseudogene,Gm18913
ENSMUSG00000044162.13,ENSMUSG00000044162.13,protein_coding,Tnip3
ENSMUSG00000049001.6,ENSMUSG00000049001.6,protein_coding,Ndnf
ENSMUSG00000082115.3,ENSMUSG00000082115.3,processed_pseudogene,Gm15490
ENSMUSG00000085689.2,ENSMUSG00000085689.2,lncRNA,Gm16838
ENSMUSG00000029913.15,ENSMUSG00000029913.15,protein_coding,Prdm5
ENSMUSG00002075239.1,ENSMUSG00002075239.1,snRNA,U6
ENSMUSG00000092394.2,ENSMUSG00000092394.2,processed_pseudogene,Gm20445
ENSMUSG00000036463.9,ENSMUSG00000036463.9,protein_coding,4930544G11Rik
ENSMUSG00000107649.2,ENSMUSG00000107649.2,processed_pseudogene,Gm44404
ENSMUSG00000064391.4,ENSMUSG00000064391.4,snRNA,Gm23625
ENSMUSG00000108100.2,ENSMUSG00000108100.2,processed_pseudogene,Gm5876
ENSMUSG00000107695.2,ENSMUSG00000107695.2,processed_pseudogene,Gm44289
ENSMUSG00000107653.2,ENSMUSG00000107653.2,transcribed_processed_pseudogene,Gm31520
ENSMUSG00000107837.2,ENSMUSG00000107837.2,processed_pseudogene,Gm44281
ENSMUSG00000107631.2,ENSMUSG00000107631.2,processed_pseudogene,Gm44233
ENSMUSG00000107479.2,ENSMUSG00000107479.2,lncRNA,2610300M13Rik
ENSMUSG00000107775.2,ENSMUSG00000107775.2,processed_pseudogene,Gm19764
ENSMUSG00000108086.2,ENSMUSG00000108086.2,processed_pseudogene,Gm6786
ENSMUSG00000029910.15,ENSMUSG00000029910.15,protein_coding,Mad2l1
ENSMUSG00000062905.3,ENSMUSG00000062905.3,protein_coding,Vmn1r32
ENSMUSG00000107710.2,ENSMUSG00000107710.2,processed_pseudogene,Gm5307
ENSMUSG00000059375.6,ENSMUSG00000059375.6,protein_coding,Vmn1r33
ENSMUSG00000091012.3,ENSMUSG00000091012.3,protein_coding,Vmn1r34
ENSMUSG00000060699.3,ENSMUSG00000060699.3,protein_coding,Vmn1r35
ENSMUSG00000107591.2,ENSMUSG00000107591.2,processed_pseudogene,Gm6794
ENSMUSG00000115482.2,ENSMUSG00000115482.2,protein_coding,Vmn1r36
ENSMUSG00000115467.2,ENSMUSG00000115467.2,protein_coding,Vmn1r37
ENSMUSG00000107721.2,ENSMUSG00000107721.2,processed_pseudogene,Gm44261
ENSMUSG00000108231.2,ENSMUSG00000108231.2,processed_pseudogene,Gm4045
ENSMUSG00000093504.3,ENSMUSG00000093504.3,transcribed_unprocessed_pseudogene,Vmn1r-ps24
ENSMUSG00000115170.2,ENSMUSG00000115170.2,protein_coding,Vmn1r38
ENSMUSG00000093755.3,ENSMUSG00000093755.3,protein_coding,Vmn1r39
ENSMUSG00000107176.2,ENSMUSG00000107176.2,processed_pseudogene,Gm9794
ENSMUSG00000053442.5,ENSMUSG00000053442.5,lncRNA,4930597O21Rik
ENSMUSG00000036402.14,ENSMUSG00000036402.14,protein_coding,Gng12
ENSMUSG00000107634.2,ENSMUSG00000107634.2,lncRNA,Gm36816
ENSMUSG00000084154.2,ENSMUSG00000084154.2,processed_pseudogene,Gm15644
ENSMUSG00000107869.2,ENSMUSG00000107869.2,processed_pseudogene,Gm29848
ENSMUSG00000064987.4,ENSMUSG00000064987.4,snRNA,Gm25260
ENSMUSG00000036390.9,ENSMUSG00000036390.9,protein_coding,Gadd45a
ENSMUSG00000087231.8,ENSMUSG00000087231.8,lncRNA,E230016M11Rik
ENSMUSG00000097603.4,ENSMUSG00000097603.4,lncRNA,A430010J10Rik
ENSMUSG00000107799.2,ENSMUSG00000107799.2,lncRNA,Gm38825
ENSMUSG00000047905.11,ENSMUSG00000047905.11,processed_pseudogene,Gm8566
ENSMUSG00000108013.2,ENSMUSG00000108013.2,processed_pseudogene,Gm44052
ENSMUSG00000036371.7,ENSMUSG00000036371.7,protein_coding,Serbp1
ENSMUSG00000108292.2,ENSMUSG00000108292.2,processed_pseudogene,Gm44050
ENSMUSG00000018341.13,ENSMUSG00000018341.13,protein_coding,Il12rb2
ENSMUSG00000107907.2,ENSMUSG00000107907.2,processed_pseudogene,Gm8574
ENSMUSG00000108000.2,ENSMUSG00000108000.2,processed_pseudogene,Gm44208
ENSMUSG00000096086.2,ENSMUSG00000096086.2,processed_pseudogene,Gm4761
ENSMUSG00000107508.2,ENSMUSG00000107508.2,processed_pseudogene,Gm44083
ENSMUSG00000049093.10,ENSMUSG00000049093.10,protein_coding,Il23r
ENSMUSG00000105650.2,ENSMUSG00000105650.2,lncRNA,Gm42889
ENSMUSG00000051397.6,ENSMUSG00000051397.6,protein_coding,Tacstd2
ENSMUSG00000076501.3,ENSMUSG00000076501.3,IG_V_gene,Igkv2-137
ENSMUSG00000104819.2,ENSMUSG00000104819.2,processed_pseudogene,4930515G16Rik
ENSMUSG00000104931.2,ENSMUSG00000104931.2,IG_V_pseudogene,Igkv1-136
ENSMUSG00000096336.3,ENSMUSG00000096336.3,IG_V_gene,Igkv1-135
ENSMUSG00000106248.2,ENSMUSG00000106248.2,processed_pseudogene,Gm9728
ENSMUSG00000105464.2,ENSMUSG00000105464.2,processed_pseudogene,Rpl18a-ps2
ENSMUSG00000104883.2,ENSMUSG00000104883.2,IG_V_pseudogene,Igkv14-134-1
ENSMUSG00000091268.3,ENSMUSG00000091268.3,IG_V_pseudogene,Igkv17-134
ENSMUSG00000094491.3,ENSMUSG00000094491.3,IG_V_gene,Igkv1-133
ENSMUSG00000104843.2,ENSMUSG00000104843.2,processed_pseudogene,Gm5308
ENSMUSG00000104584.2,ENSMUSG00000104584.2,processed_pseudogene,Rpl18a-ps3
ENSMUSG00000106401.2,ENSMUSG00000106401.2,IG_V_pseudogene,Gm43284
ENSMUSG00000096580.2,ENSMUSG00000096580.2,IG_V_gene,Igkv1-132
ENSMUSG00000076505.2,ENSMUSG00000076505.2,IG_V_gene,Igkv1-131
ENSMUSG00000104744.2,ENSMUSG00000104744.2,processed_pseudogene,Gm18980
ENSMUSG00000096461.6,ENSMUSG00000096461.6,IG_V_gene,Igkv14-130
ENSMUSG00000089157.3,ENSMUSG00000089157.3,snoRNA,Gm22425
ENSMUSG00000087917.3,ENSMUSG00000087917.3,snoRNA,Gm24911
ENSMUSG00000093906.6,ENSMUSG00000093906.6,IG_V_gene,Igkv9-129
ENSMUSG00000104742.2,ENSMUSG00000104742.2,IG_V_pseudogene,Igkv9-128
ENSMUSG00000076508.4,ENSMUSG00000076508.4,IG_V_gene,Igkv17-127
ENSMUSG00000106372.2,ENSMUSG00000106372.2,IG_V_pseudogene,Igkv14-126-1
ENSMUSG00000105005.2,ENSMUSG00000105005.2,processed_pseudogene,Gm9729
ENSMUSG00000094345.3,ENSMUSG00000094345.3,IG_V_gene,Igkv14-126
ENSMUSG00000088245.3,ENSMUSG00000088245.3,snoRNA,Gm25910
ENSMUSG00000095737.6,ENSMUSG00000095737.6,IG_V_gene,Igkv11-125
ENSMUSG00000096632.3,ENSMUSG00000096632.3,IG_V_gene,Igkv9-124
ENSMUSG00000076512.3,ENSMUSG00000076512.3,IG_V_gene,Igkv9-123
ENSMUSG00000095497.3,ENSMUSG00000095497.3,IG_V_gene,Igkv1-122
ENSMUSG00000076514.4,ENSMUSG00000076514.4,IG_V_gene,Igkv17-121
ENSMUSG00000094872.2,ENSMUSG00000094872.2,IG_V_gene,Igkv9-120
ENSMUSG00000104575.2,ENSMUSG00000104575.2,IG_V_pseudogene,Igkv9-119
ENSMUSG00000106098.2,ENSMUSG00000106098.2,IG_V_pseudogene,Igkv14-118-2
ENSMUSG00000106480.2,ENSMUSG00000106480.2,IG_V_pseudogene,Igkv14-118-1
ENSMUSG00000104532.2,ENSMUSG00000104532.2,IG_V_pseudogene,Gm43739
ENSMUSG00000106331.2,ENSMUSG00000106331.2,processed_pseudogene,Gm5309
ENSMUSG00000104934.2,ENSMUSG00000104934.2,IG_V_pseudogene,Igkv11-118
ENSMUSG00000094335.3,ENSMUSG00000094335.3,IG_V_gene,Igkv1-117
ENSMUSG00000105306.2,ENSMUSG00000105306.2,processed_pseudogene,Gm43171
ENSMUSG00000105007.2,ENSMUSG00000105007.2,processed_pseudogene,Gm43170
ENSMUSG00000106630.2,ENSMUSG00000106630.2,IG_V_pseudogene,Igkv2-116
ENSMUSG00000091800.3,ENSMUSG00000091800.3,IG_V_pseudogene,Igkv1-115
ENSMUSG00000105363.2,ENSMUSG00000105363.2,IG_V_pseudogene,Igkv11-114
ENSMUSG00000105463.2,ENSMUSG00000105463.2,IG_V_pseudogene,Igkv2-113
ENSMUSG00000105163.2,ENSMUSG00000105163.2,processed_pseudogene,Gm4873
ENSMUSG00000076518.7,ENSMUSG00000076518.7,IG_V_gene,Igkv2-112
ENSMUSG00000095771.3,ENSMUSG00000095771.3,IG_V_gene,Igkv14-111
ENSMUSG00000088900.3,ENSMUSG00000088900.3,snoRNA,Gm25436
ENSMUSG00000093861.3,ENSMUSG00000093861.3,IG_V_gene,Igkv1-110
ENSMUSG00000104722.2,ENSMUSG00000104722.2,processed_pseudogene,Gm43007
ENSMUSG00000105684.2,ENSMUSG00000105684.2,processed_pseudogene,Gm42612
ENSMUSG00000105606.2,ENSMUSG00000105606.2,IG_V_gene,Igkv2-109
ENSMUSG00000105043.2,ENSMUSG00000105043.2,IG_V_pseudogene,Igkv1-108
ENSMUSG00000106494.2,ENSMUSG00000106494.2,IG_V_pseudogene,Igkv2-107
ENSMUSG00000076530.5,ENSMUSG00000076530.5,IG_V_pseudogene,Igkv11-106
ENSMUSG00000106066.2,ENSMUSG00000106066.2,IG_V_pseudogene,Igkv2-105
ENSMUSG00000105248.2,ENSMUSG00000105248.2,processed_pseudogene,Gm5310
ENSMUSG00000076522.3,ENSMUSG00000076522.3,IG_V_gene,Igkv16-104
ENSMUSG00000076523.3,ENSMUSG00000076523.3,IG_V_gene,Igkv15-103
ENSMUSG00000104832.2,ENSMUSG00000104832.2,IG_V_pseudogene,Igkv15-102
ENSMUSG00000106403.2,ENSMUSG00000106403.2,IG_V_gene,Igkv20-101-2
ENSMUSG00000106187.2,ENSMUSG00000106187.2,IG_V_pseudogene,Igkv15-101-1
ENSMUSG00000105319.2,ENSMUSG00000105319.2,IG_V_pseudogene,Igkv15-101
ENSMUSG00000096515.6,ENSMUSG00000096515.6,IG_V_gene,Igkv14-100
ENSMUSG00000077325.3,ENSMUSG00000077325.3,snoRNA,Gm25833
ENSMUSG00000076525.4,ENSMUSG00000076525.4,IG_V_gene,Igkv1-99
ENSMUSG00000076526.7,ENSMUSG00000076526.7,IG_V_gene,Igkv12-98
ENSMUSG00000105817.2,ENSMUSG00000105817.2,IG_V_pseudogene,Igkv15-97
ENSMUSG00000094420.3,ENSMUSG00000094420.3,IG_V_gene,Igkv10-96
ENSMUSG00000090781.3,ENSMUSG00000090781.3,IG_V_pseudogene,Igkv2-95-2
ENSMUSG00000106381.2,ENSMUSG00000106381.2,IG_V_pseudogene,Igkv2-95-1
ENSMUSG00000094902.3,ENSMUSG00000094902.3,IG_V_gene,Igkv10-95
ENSMUSG00000096490.2,ENSMUSG00000096490.2,IG_V_gene,Igkv10-94
ENSMUSG00000106318.2,ENSMUSG00000106318.2,IG_V_pseudogene,Igkv2-93-1
ENSMUSG00000106309.2,ENSMUSG00000106309.2,processed_pseudogene,Gm40414
ENSMUSG00000098814.3,ENSMUSG00000098814.3,IG_V_gene,Igkv19-93
ENSMUSG00000076531.2,ENSMUSG00000076531.2,IG_V_gene,Igkv4-92
ENSMUSG00000104995.2,ENSMUSG00000104995.2,IG_V_pseudogene,Gm42925
ENSMUSG00000076532.4,ENSMUSG00000076532.4,IG_V_gene,Igkv4-91
ENSMUSG00000076533.4,ENSMUSG00000076533.4,IG_V_gene,Igkv4-90
ENSMUSG00000104849.2,ENSMUSG00000104849.2,IG_V_pseudogene,Gm42924
ENSMUSG00000076534.7,ENSMUSG00000076534.7,IG_V_gene,Igkv12-89
ENSMUSG00000076535.2,ENSMUSG00000076535.2,IG_V_gene,Igkv1-88
ENSMUSG00000106124.2,ENSMUSG00000106124.2,IG_V_pseudogene,Gm42539
ENSMUSG00000105630.2,ENSMUSG00000105630.2,IG_V_gene,Gm42543
ENSMUSG00000105267.2,ENSMUSG00000105267.2,IG_V_pseudogene,Gm42542
ENSMUSG00000079544.3,ENSMUSG00000079544.3,IG_V_pseudogene,Igkv13-87
ENSMUSG00000104838.2,ENSMUSG00000104838.2,processed_pseudogene,Gm43710
ENSMUSG00000076536.4,ENSMUSG00000076536.4,IG_V_gene,Igkv4-86
ENSMUSG00000079543.4,ENSMUSG00000079543.4,IG_V_gene,Igkv13-85
ENSMUSG00000076538.2,ENSMUSG00000076538.2,IG_V_gene,Igkv13-84
ENSMUSG00000076557.3,ENSMUSG00000076557.3,IG_V_pseudogene,Igkv4-83
ENSMUSG00000105752.2,ENSMUSG00000105752.2,IG_V_pseudogene,Igkv13-82
ENSMUSG00000076539.4,ENSMUSG00000076539.4,IG_V_gene,Igkv4-81
ENSMUSG00000105539.2,ENSMUSG00000105539.2,IG_V_pseudogene,Igkv13-80-1
ENSMUSG00000076540.4,ENSMUSG00000076540.4,IG_V_gene,Igkv4-80
ENSMUSG00000076541.4,ENSMUSG00000076541.4,IG_V_gene,Igkv4-79
ENSMUSG00000105480.2,ENSMUSG00000105480.2,IG_V_pseudogene,Igkv13-78-1
ENSMUSG00000094315.3,ENSMUSG00000094315.3,IG_V_gene,Igkv4-78
ENSMUSG00000105313.2,ENSMUSG00000105313.2,IG_V_pseudogene,Gm43583
ENSMUSG00000105462.2,ENSMUSG00000105462.2,IG_V_pseudogene,Igkv4-77
ENSMUSG00000104609.2,ENSMUSG00000104609.2,IG_V_pseudogene,Igkv13-76
ENSMUSG00000104712.2,ENSMUSG00000104712.2,IG_V_pseudogene,Igkv4-75
ENSMUSG00000104922.2,ENSMUSG00000104922.2,IG_V_pseudogene,Igkv13-74-1
ENSMUSG00000076543.3,ENSMUSG00000076543.3,IG_V_gene,Igkv4-74
ENSMUSG00000105989.2,ENSMUSG00000105989.2,IG_V_pseudogene,Igkv13-73-1
